증상,제품명,효능,복용법
외상,키모랄에스정,"이 약은 수술 및 외상후, 유즙울체의 염증성 부종의 완화에 사용합니다.","성인은 첫날 1회 2정 1일 4회, 이후 유지량으로 1회 1정 1일 4회 복용합니다.체내에서의 작용기전은 아직 해명되지 않은 점이 많고 용량, 효과관계도 밝혀진 것이 아니므로 목적 없이 투여하지 않습니다."
외상,기모타부정,"이 약은 수술 및 외상후, 유즙울체의 염증성 부종의 완화에 사용합니다.","성인은 첫날 1회 2정, 1일 4회, 이후 유지량으로 1회 1정 1일 4회 복용합니다.체내에서의 작용기전은 아직 해명되지 않은 점이 많고 용량, 효과관계도 밝혀진 것이 아니므로 목적 없이 투여하지 않습니다."
외상,에이티피장용정,"이 약은 심부전, 두부외상 후유증, 조절성 안정피로에 수반하는 여러 증상의 개선에 사용합니다.",성인은 1회 2~3정(삼인산아데노신이나트륨으로서 40∼60 mg)을 1일 2∼3회 복용합니다.연령과 증상에 따라 적절히 증감할 수 있습니다.씹어서 복용하지 마십시오.
외상,뇌선,"이 약은 두통, 치통, 발치후의 동통, 인후통, 귀의통증, 관절통, 신경통, 요통, 근육통, 견통, 타박통, 골절통, 염좌통, 월경통(생리통), 외상통의 진통, 오한, 발열시의 해열에 사용합니다.","성인 1회 1포, 1일 3회를 한도로 하고 공복시를 피하여 복용합니다.복용간격은 4시간 이상으로 합니다."
외상,안국니트로푸라존연고,이 약은 화상 또는 외상에 의한 2차 세균감염에 사용합니다.,1일 1~3회 적당량을 환부에 바르고 증상에 따라 적절히 증감합니다.
외상,후시딘연고,"이 약은 포도구균, 연쇄구균, 코리네박테륨, 클로스트리듐으로 인한 농가진, 감염성습진양피부염, 심상성여드름(보통여드름), 모낭염, 종기 및 종기증, 화농성한선염, 농가진성습진, 화상ㆍ외상ㆍ봉합창ㆍ식피창에 의한 2차 감염에 사용합니다.",환부를 깨끗이 하고 1일 1~2회 적당량을 환부에 직접 바르거나 무균거즈에 넓게 펴발라 붙입니다.1주 정도로 투여기간을 제한합니다.두껍게 바르지 않습니다.
외상,게보린정,"이 약은 두통, 치통, 발치(이를 뽑음)후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요(허리)통, 근육통, 견통(어깨통증), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상(상처)통의 진통과 오한(춥고 떨리는 증상), 발열시의 해열에 사용합니다.",성인은 1회 1정 1일 3회까지 공복시를 피해 복용합니다.복용간격은 4시간 이상으로 합니다.이 약은 원칙적으로 단기간 복용합니다.
외상,바로론정,"이 약은 근육통, 신경통, 외상후 및 수술후 통증, 두통, 치통, 귀통증의 경증 또는 중등도 통증의 완화에 사용합니다.","성인은 1회 1~2정(125∼250 mg), 1일 3회 복용합니다."
외상,뮤코베리어액,"이 약은 치육점막이 상승된 히알루론산 농도를 필요로 하는 치은염, 잇몸출혈과 같은 염증상태와 스케일링, 박리, 발치, 외과적 처치후와 같은 외상성 상태의 치료에 사용합니다.","양치 후 1일 3~4회(식사 후), 3~4주간, 모든 증상이 소실될 때까지 지속적으로 사용합니다. 1~2분간 10 mL 정도로 입안을 헹구되, 희석하여 사용하지 마십시오."
외상,아나프록스정,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과 활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증)), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염에는 1회 1~2정(275~550 mg) 1일 2회(12시간마다) 복용, 급성통풍에는 초회량(처음 복용량)으로 3정(825 mg) 복용하고 발작이 소실(없어짐)될 때까지 8시간 간격으로 1정(275 mg)을 복용, 골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2정(550 mg)을 복용한 후 6~8시간간격으로 1정(275 mg)씩 복용하고 1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다. 편두통에는 초회량(처음 복용량)으로 3정(825 mg)을 복용하고 필요하면 1일 1~2정(275~550 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용 30분 후에 복용하고 1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다."
오한,판콜에이내복액,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","성인 1회 1병(30 mL), 1일 3회 식후 30분에 복용합니다."
오한,뇌선,"이 약은 두통, 치통, 발치후의 동통, 인후통, 귀의통증, 관절통, 신경통, 요통, 근육통, 견통, 타박통, 골절통, 염좌통, 월경통(생리통), 외상통의 진통, 오한, 발열시의 해열에 사용합니다.","성인 1회 1포, 1일 3회를 한도로 하고 공복시를 피하여 복용합니다.복용간격은 4시간 이상으로 합니다."
오한,게보린정,"이 약은 두통, 치통, 발치(이를 뽑음)후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요(허리)통, 근육통, 견통(어깨통증), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상(상처)통의 진통과 오한(춥고 떨리는 증상), 발열시의 해열에 사용합니다.",성인은 1회 1정 1일 3회까지 공복시를 피해 복용합니다.복용간격은 4시간 이상으로 합니다.이 약은 원칙적으로 단기간 복용합니다.
오한,판콜에스내복액,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 기침, 인후(목구멍)통, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.",성인 1회 1병(30 mL) 1일 3회 식후 30분에 복용합니다.
오한,판토-에이내복액,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 기침, 인후통, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.",만 15세 이상 및 성인은 1회 30 mL를 1일 3회 식후 30분에 복용합니다.
오한,우노바캡슐,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 및 성인은 1회 2캡슐, 1일 3회, 만 7세~만 15세 미만 어린이는 1회 1캡슐 식후 30분에 복용합니다."
오한,바스칼캡슐,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 및 성인은 1회 2캡슐, 1일 3회 식후 30분에 복용합니다."
오한,판피린티정,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후통, 오한, 발열, 관절통, 두통, 근육통)의 완화에 사용합니다.","성인은 1회 1정씩, 1일 3회 식후 30분에 복용합니다."
오한,나콜플러스시럽,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후통, 기침, 오한, 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 11세 이상~만 15세 미만 10 mL, 만 7세 이상~만 11세 미만 7 mL, 만 3세 이상~만 7세 미만 5 mL, 만 2세 이상~만 3세 미만 3 mL, 1일 4회 식후 30분 및 취침 시에 복용합니다."
오한,콜디에스시럽,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상은 1회 15 mL씩, 만 11세 이상~15세 미만은 1회 10 mL, 만 7세 이상~11세 미만은 1회 7.5 mL, 만 3세 이상~7세 미만은 1회 5 mL씩, 만 2세 이상~3세 미만은 1회 3.75 mL씩, 1일 3~4회 식후 30분 및 취침 시 복용합니다."
염증,쎄레스톤지크림,"이 약은 2차 감염된 알레르기성 또는 염증성 피부질환 (습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진(피부스침증), 박탈피부염, 가려움, 건선(마른비늘증)), 1도 화상에 사용합니다.",1일 1~3회 환부(질환분위)에 적당량을 바릅니다.
염증,키모랄에스정,"이 약은 수술 및 외상후, 유즙울체의 염증성 부종의 완화에 사용합니다.","성인은 첫날 1회 2정 1일 4회, 이후 유지량으로 1회 1정 1일 4회 복용합니다.체내에서의 작용기전은 아직 해명되지 않은 점이 많고 용량, 효과관계도 밝혀진 것이 아니므로 목적 없이 투여하지 않습니다."
염증,기모타부정,"이 약은 수술 및 외상후, 유즙울체의 염증성 부종의 완화에 사용합니다.","성인은 첫날 1회 2정, 1일 4회, 이후 유지량으로 1회 1정 1일 4회 복용합니다.체내에서의 작용기전은 아직 해명되지 않은 점이 많고 용량, 효과관계도 밝혀진 것이 아니므로 목적 없이 투여하지 않습니다."
염증,세가톤트로키,"이 약은 인두염, 편도염, 구내염에 의한 염증 완화에 사용합니다.","성인은 1회 1정(1.5 mg)씩 1일 4~5회 씹거나 삼키지 말고 입안에서 천천히 녹여 복용합니다.연령, 증상에 따라 적절히 증감합니다."
염증,우루사정100밀리그램,"이 약은 담즙(쓸개즙)분비 부전으로 오는 간질환, 담도(쓸개길)(담관(쓸개관), 담낭(쓸개))계 질환의 보조 치료와 만성 간질환의 간기능 개선과 소장절제 후유증 및 염증성 소장 질환의 소화불량에 사용합니다.",성인은 1회 0.5~1정(50~100 mg) 1일 3회 복용합니다.
염증,신풍겐타마이신황산염크림,"이 약은 1차 피부감염증(전염성농가진, 표재성모낭염, 농창, 종기, 모창), 2차 피부 감염증(전염성 습진양피부염, 농포성건선, 화농성세균에 의하여 2차 감염된 지루피부염, 접촉피부염, 창상 및 농포성여드름, 진균 또는 바이러스의 감염에 의한 중복 감염)에 사용합니다.","1일 1~4회 환부에 바르고 부드럽게 문지릅니다.필요시 거즈를 덮을 수 있습니다.전염성 농가진인 경우 다른 정상 피부가 오염되지 않도록 주의하면서 가피(부스럼, 딱지)를 제거한 후 바르는 것이 바람직합니다."
염증,뮤코베리어액,"이 약은 치육점막이 상승된 히알루론산 농도를 필요로 하는 치은염, 잇몸출혈과 같은 염증상태와 스케일링, 박리, 발치, 외과적 처치후와 같은 외상성 상태의 치료에 사용합니다.","양치 후 1일 3~4회(식사 후), 3~4주간, 모든 증상이 소실될 때까지 지속적으로 사용합니다. 1~2분간 10 mL 정도로 입안을 헹구되, 희석하여 사용하지 마십시오."
염증,삼아탄툼액,"이 약은 치은염, 구내염, 아구창, 발치전ㆍ후, 인두염, 편도염, 방사선요법 및 삽관법 등의 물리적 원인에 의한 구강점막염에 의한 염증의 완화에 사용합니다.","1회 15 mL, 1일 2~3회 원액 그대로 또는 소량의 물로 희석하여 양치질합니다.의사의 지도감독 없이 7일 이상 연속해서 사용하지 마십시오.연령, 증상에 따라 적절히 증감합니다."
염증,헥사메딘액,"이 약은 보철(의치)에 의한 염증, 아구창 등의 구강내 칸디다감염증, 치은염, 인두염, 아프타성 구내염에 의한 염증 완화와 치근막 수술후 살균소독에 사용합니다.","1회 15 mL 1일 2회 약 1분 동안 양치질하고, 의치로 인한 구내염의 경우 의치를 1일 2회 15분간 담가 세척합니다.연령, 증상에 따라 적절히 증감합니다."
염증,오라메디연고{수출명:오라메디파스타,"이 약은 만성 박리성 치은염, 미란 또는 궤양을 수반하는 난치성 구내염 및 설염에 의한 염증의 완화에 사용합니다.","1일 1~수회 환부에 적당량을 바릅니다.연령, 증상에 따라 적절히 증감할 수 있습니다."
염좌,뇌선,"이 약은 두통, 치통, 발치후의 동통, 인후통, 귀의통증, 관절통, 신경통, 요통, 근육통, 견통, 타박통, 골절통, 염좌통, 월경통(생리통), 외상통의 진통, 오한, 발열시의 해열에 사용합니다.","성인 1회 1포, 1일 3회를 한도로 하고 공복시를 피하여 복용합니다.복용간격은 4시간 이상으로 합니다."
염좌,부루펜정200밀리그램,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에는 1회 1~3정(200~600 mg) 1일 3~4회 1일 최고 16정(3,200 mg)까지 복용할 수 있으며, 연소성 류마티양 관절염에는 1일 체중 kg당 30~40 mg을 3~4회 분할 복용, 경증 및 중등도의 동통이나 감기에는 성인 1회 1~2정(200~400 mg) 1일 3~4회 복용합니다."
염좌,게보린정,"이 약은 두통, 치통, 발치(이를 뽑음)후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요(허리)통, 근육통, 견통(어깨통증), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상(상처)통의 진통과 오한(춥고 떨리는 증상), 발열시의 해열에 사용합니다.",성인은 1회 1정 1일 3회까지 공복시를 피해 복용합니다.복용간격은 4시간 이상으로 합니다.이 약은 원칙적으로 단기간 복용합니다.
염좌,아나프록스정,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과 활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증)), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염에는 1회 1~2정(275~550 mg) 1일 2회(12시간마다) 복용, 급성통풍에는 초회량(처음 복용량)으로 3정(825 mg) 복용하고 발작이 소실(없어짐)될 때까지 8시간 간격으로 1정(275 mg)을 복용, 골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2정(550 mg)을 복용한 후 6~8시간간격으로 1정(275 mg)씩 복용하고 1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다. 편두통에는 초회량(처음 복용량)으로 3정(825 mg)을 복용하고 필요하면 1일 1~2정(275~550 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용 30분 후에 복용하고 1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다."
